平成２８年　社会医療診療行為別統計　平成２８年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,Ⅴ　精神及び行動の障害,3069490 ,4769577 ,3069490 ,52158271 ,3436563706 ,2986270 ,4621492 ,429131928 ,683642 ,848126 ,108887631 ,51405 ,130274 ,146717285 ,350277 ,1883474 ,203145672 ,52970 ,130723 ,71959210 ,2699043 ,40183204 ,678650487 ,77159 ,144083 ,133363238 ,62036 ,282372 ,65535101 ,2414968 ,3816815 ,1564161776 ,28676 ,102033 ,23972695 ,1218 ,1192 ,4667742 ,4080 ,7641 ,3241747 ,87 ,619 ,1166736 ,2443 ,5268 ,1939972 ,4 ,6 ,17136 ,・,・,・,・,・,・
,　　血管性及び詳細不明の認知症,75543 ,162605 ,75543 ,1244232 ,158590102 ,49984 ,91986 ,9837594 ,20168 ,26720 ,4639862 ,18493 ,59759 ,58347681 ,16694 ,129138 ,12911339 ,8614 ,21864 ,16431868 ,47892 ,843384 ,14043706 ,2784 ,6761 ,2775528 ,291 ,1628 ,306568 ,25021 ,52476 ,32518584 ,2396 ,9953 ,6287498 ,107 ,99 ,316812 ,145 ,292 ,75150 ,3 ,12 ,43480 ,73 ,158 ,54418 ,-,-,-,・,・,・,・,・,・
,　　精神作用物質使用による精神及び行動の障害,73333 ,124406 ,73333 ,1299380 ,98924102 ,72588 ,124286 ,16192035 ,42969 ,63844 ,11389100 ,1103 ,1777 ,2531903 ,12358 ,85533 ,8462116 ,2983 ,7422 ,3484056 ,60809 ,936921 ,19967057 ,4845 ,7677 ,2112892 ,76 ,583 ,113391 ,32500 ,68830 ,33407016 ,857 ,1963 ,884478 ,109 ,114 ,196826 ,62 ,101 ,17264 ,6 ,40 ,51126 ,127 ,270 ,114912 ,-,-,-,・,・,・,・,・,・
,　　統合失調症，統合失調症型障害及び妄想性障害,556196 ,1105677 ,556196 ,13976072 ,969386123 ,536201 ,1072001 ,82528199 ,126823 ,148777 ,12340142 ,9693 ,23366 ,22791371 ,53399 ,337402 ,30000054 ,4397 ,10959 ,4708341 ,527961 ,11218147 ,199546807 ,31689 ,47242 ,83756845 ,1039 ,3100 ,1815384 ,519515 ,1108430 ,528795564 ,1862 ,5719 ,2466633 ,90 ,110 ,411718 ,150 ,260 ,96639 ,4 ,15 ,11960 ,159 ,335 ,112154 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　気分［感情］障害（躁うつ病を含む）,1137502 ,1668467 ,1137502 ,19331978 ,1080107649 ,1126069 ,1657090 ,144237128 ,221365 ,268164 ,26307951 ,10045 ,21193 ,25103442 ,105131 ,567888 ,56409631 ,10815 ,26932 ,13598477 ,1083098 ,15244220 ,244467352 ,15497 ,36438 ,19608048 ,1151 ,6467 ,1249863 ,1021266 ,1483070 ,543134352 ,5156 ,14951 ,3192757 ,297 ,269 ,854697 ,1773 ,3369 ,1186149 ,25 ,191 ,283220 ,603 ,1302 ,464087 ,2 ,3 ,8568 ,・,・,・,・,・,・
,　　神経症性障害，ストレス関連障害及び身体表現性障害,882886 ,1197554 ,882886 ,12402124 ,748048747 ,873954 ,1191192 ,126136391 ,195984 ,246994 ,31056640 ,7230 ,13757 ,19897399 ,114960 ,548509 ,67101170 ,18020 ,43462 ,20641032 ,779728 ,9398999 ,140784294 ,18402 ,37909 ,19485615 ,2302 ,12526 ,2594086 ,634870 ,840288 ,307195761 ,15203 ,61517 ,8015096 ,475 ,443 ,2322172 ,1742 ,3260 ,1114091 ,42 ,313 ,671300 ,1287 ,2789 ,1026840 ,1 ,2 ,5712 ,・,・,・,・,・,・
,　　知的障害〈精神遅滞〉,30469 ,47360 ,30469 ,487364 ,31083526 ,25283 ,38912 ,3773457 ,7844 ,9949 ,2020537 ,578 ,1127 ,1881630 ,4264 ,18877 ,2392309 ,473 ,1218 ,423579 ,20636 ,374764 ,5493130 ,297 ,504 ,402417 ,3754 ,16443 ,3651116 ,15610 ,24369 ,10546351 ,308 ,1149 ,329885 ,14 ,12 ,40062 ,17 ,22 ,126447 ,-,-,-,5 ,10 ,2550 ,-,-,-,・,・,・,・,・,・
,　　その他の精神及び行動の障害,313561 ,463508 ,313561 ,3417121 ,350423457 ,302191 ,446025 ,46427124 ,68489 ,83678 ,21133399 ,4263 ,9295 ,16163859 ,43471 ,196127 ,25869053 ,7668 ,18866 ,12671857 ,178919 ,2166769 ,54348141 ,3645 ,7552 ,5221893 ,53423 ,241625 ,55804693 ,166186 ,239352 ,108564148 ,2894 ,6781 ,2796348 ,126 ,145 ,525455 ,191 ,337 ,626007 ,7 ,48 ,105650 ,189 ,404 ,165011 ,-,-,-,・,・,・,・,・,・
,Ⅵ　神経系の疾患,2247236 ,3533062 ,2247236 ,39115353 ,3153901160 ,2098944 ,3197824 ,361479048 ,920087 ,1225839 ,214723816 ,335141 ,568255 ,792594074 ,434028 ,2736357 ,317476694 ,217171 ,553848 ,312504282 ,1772276 ,29226208 ,563305757 ,113240 ,277891 ,153381447 ,69456 ,435928 ,89059196 ,231398 ,377419 ,183460252 ,114116 ,434675 ,91466846 ,6500 ,4272 ,21098805 ,37521 ,66668 ,47574385 ,117 ,939 ,2216874 ,4238 ,9010 ,3447638 ,37 ,39 ,111384 ,・,・,・,・,・,・
,　　パ－キンソン病,118958 ,194892 ,118958 ,2520735 ,220479341 ,105464 ,160667 ,16094752 ,68791 ,85062 ,17779761 ,14410 ,40124 ,49395873 ,23565 ,161996 ,17315913 ,12436 ,32370 ,32430036 ,98541 ,1954784 ,61790900 ,4553 ,10396 ,4744948 ,6159 ,54353 ,12029772 ,6623 ,10290 ,4011650 ,3521 ,8959 ,3121756 ,245 ,231 ,602412 ,609 ,983 ,924992 ,3 ,13 ,36370 ,238 ,495 ,191236 ,2 ,3 ,8568 ,・,・,・,・,・,・
,　　アルツハイマ－病,342858 ,640996 ,342858 ,6376928 ,604259910 ,258460 ,419583 ,44178322 ,121159 ,161010 ,26596025 ,66381 ,207545 ,193323379 ,69390 ,493810 ,48199174 ,30152 ,74906 ,50876794 ,264168 ,4785558 ,109377899 ,12924 ,31639 ,11914553 ,1237 ,7934 ,1388319 ,83593 ,170178 ,107229564 ,7045 ,22268 ,9843335 ,385 ,366 ,739530 ,750 ,1413 ,317069 ,6 ,12 ,10050 ,329 ,691 ,263914 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　てんかん,227262 ,302099 ,227262 ,4253754 ,277639744 ,211242 ,275528 ,27699844 ,158334 ,217094 ,56182678 ,6474 ,13854 ,23811576 ,53729 ,311795 ,44059088 ,13216 ,31304 ,20793039 ,202393 ,3301205 ,58659529 ,5052 ,8529 ,10307716 ,4489 ,24994 ,5548672 ,38724 ,56416 ,21634514 ,3944 ,11304 ,6497549 ,227 ,199 ,579599 ,613 ,990 ,1590508 ,2 ,5 ,70200 ,228 ,487 ,202036 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　脳性麻痺及びその他の麻痺性症候群,38519 ,90180 ,38519 ,542242 ,76279939 ,33638 ,77285 ,7161477 ,9973 ,13274 ,2606297 ,3936 ,12675 ,18126068 ,4766 ,30556 ,3366631 ,3520 ,9988 ,3478578 ,14486 ,267808 ,4580792 ,1062 ,2628 ,2023577 ,19113 ,111701 ,24939268 ,847 ,1041 ,374365 ,3267 ,14076 ,3285126 ,189 ,131 ,1352339 ,680 ,996 ,4942609 ,2 ,13 ,21120 ,31 ,64 ,21650 ,-,-,-,・,・,・,・,・,・
,　　自律神経系の障害,47672 ,68456 ,47672 ,1030949 ,48107665 ,46537 ,65962 ,8103384 ,21506 ,30074 ,4175518 ,1747 ,5382 ,10068235 ,9225 ,52384 ,5795732 ,2099 ,5045 ,2600267 ,42575 ,842685 ,11096287 ,2926 ,6910 ,1504996 ,534 ,5767 ,1289306 ,7654 ,9864 ,2369947 ,1870 ,5619 ,669850 ,60 ,30 ,97255 ,336 ,677 ,208476 ,1 ,1 ,1390 ,253 ,545 ,126994 ,-,-,-,・,・,・,・,・,・
,　　その他の神経系の疾患,1471967 ,2236439 ,1471967 ,24390745 ,1927134561 ,1443603 ,2198799 ,258241269 ,540324 ,719325 ,107383537 ,242193 ,288675 ,497868943 ,273353 ,1685816 ,198740156 ,155748 ,400235 ,202325568 ,1150113 ,18074168 ,317800350 ,86723 ,217789 ,122885657 ,37924 ,231179 ,43863859 ,93957 ,129630 ,47840212 ,94469 ,372449 ,68049230 ,5394 ,3315 ,17727670 ,34533 ,61609 ,39590731 ,103 ,895 ,2077744 ,3159 ,6728 ,2641808 ,33 ,34 ,97104 ,・,・,・,・,・,・
,Ⅶ　眼及び付属器の疾患,8093739 ,9607842 ,8093739 ,70307342 ,7295675551 ,8041075 ,9591965 ,1261831772 ,1637351 ,1835393 ,127085949 ,42939 ,65429 ,105605900 ,7405209 ,39412165 ,3044384783 ,77171 ,178378 ,68124443 ,5638785 ,17968514 ,875039402 ,87881 ,131996 ,565720663 ,20139 ,53856 ,9714236 ,7988 ,11602 ,4498691 ,690767 ,841115 ,117349767 ,130463 ,157416 ,1072990097 ,33900 ,42158 ,17038247 ,132 ,1196 ,2366576 ,4205 ,8979 ,3989149 ,4978 ,6980 ,19934880 ,・,・,・,・,・,・
,　　結膜炎,1380910 ,1676025 ,1380910 ,12073050 ,1026181177 ,1353488 ,1627560 ,243335884 ,399273 ,474859 ,47008934 ,11939 ,22824 ,34177007 ,1126510 ,4982774 ,364250402 ,7683 ,17222 ,5220130 ,1212035 ,4652959 ,180753212 ,14877 ,29500 ,62976198 ,2358 ,9001 ,1687013 ,2789 ,4367 ,1747417 ,142215 ,236489 ,25551946 ,8556 ,9960 ,56377810 ,2853 ,4164 ,1549766 ,13 ,103 ,272160 ,437 ,930 ,387810 ,218 ,310 ,885360 ,・,・,・,・,・,・
,　　白内障,901960 ,1154411 ,901960 ,10213872 ,1189058495 ,896421 ,1164260 ,123030080 ,221841 ,250445 ,18675354 ,8837 ,11460 ,18461617 ,804843 ,5718106 ,441838946 ,24943 ,56934 ,17644139 ,763660 ,2796011 ,117268348 ,14999 ,21282 ,65489613 ,1222 ,8184 ,1553141 ,1113 ,1468 ,562335 ,96954 ,126532 ,24672702 ,32616 ,41160 ,345872746 ,9998 ,12605 ,3950723 ,33 ,259 ,533966 ,1002 ,2134 ,902373 ,2143 ,3012 ,8602272 ,・,・,・,・,・,・
,　　屈折及び調節の障害,2655370 ,2956380 ,2655370 ,17675287 ,1809905396 ,2652216 ,2966053 ,474316053 ,320167 ,340160 ,15505818 ,5231 ,5738 ,10181018 ,2579940 ,11696873 ,885489444 ,9613 ,22876 ,9228904 ,1081337 ,2478024 ,142624886 ,9819 ,12794 ,57367549 ,6115 ,12292 ,2170931 ,936 ,1234 ,441470 ,101781 ,102655 ,12682211 ,22112 ,26541 ,191473237 ,5414 ,6899 ,2970485 ,16 ,122 ,250520 ,608 ,1318 ,575888 ,1161 ,1620 ,4626720 ,・,・,・,・,・,・
,　　その他の眼及び付属器の疾患,3155499 ,3821026 ,3155499 ,30345133 ,3270530483 ,3138950 ,3834092 ,421149755 ,696070 ,769929 ,45895843 ,16932 ,25407 ,42786258 ,2893916 ,17014412 ,1352805991 ,34932 ,81346 ,36031270 ,2581753 ,8041520 ,434392956 ,48186 ,68420 ,379887303 ,10444 ,24379 ,4303151 ,3150 ,4533 ,1747469 ,349817 ,375439 ,54442908 ,67179 ,79755 ,479266304 ,15635 ,18490 ,8567273 ,70 ,712 ,1309930 ,2158 ,4597 ,2123078 ,1456 ,2038 ,5820528 ,・,・,・,・,・,・
,Ⅷ　耳及び乳様突起の疾患,1411845 ,2328751 ,1411845 ,13913009 ,1227372177 ,1383997 ,2292365 ,371884604 ,247454 ,341417 ,60150781 ,7309 ,9308 ,20504651 ,578482 ,1590089 ,326781090 ,55125 ,125130 ,58728238 ,907747 ,5390842 ,142758867 ,44586 ,95711 ,32781995 ,5859 ,25310 ,5427609 ,3871 ,5054 ,1446771 ,921202 ,3998566 ,162501793 ,25547 ,32404 ,41143186 ,1713 ,3235 ,1043806 ,39 ,393 ,842170 ,1477 ,3115 ,1359032 ,4 ,6 ,17136 ,・,・,・,・,・,・
,　　外耳炎,238867 ,359198 ,238867 ,1791317 ,143696249 ,235997 ,357159 ,63546156 ,27415 ,33519 ,3893511 ,1009 ,1214 ,2200741 ,46407 ,118400 ,23187045 ,3552 ,7870 ,2462489 ,158911 ,553857 ,18947937 ,2049 ,4272 ,2088873 ,257 ,1472 ,308048 ,181 ,249 ,78055 ,208477 ,710139 ,24809514 ,2315 ,2564 ,1831792 ,90 ,142 ,73844 ,5 ,71 ,92030 ,188 ,385 ,176186 ,-,-,-,・,・,・,・,・,・
,　　その他の外耳疾患,262391 ,336732 ,262391 ,1441095 ,169428882 ,257676 ,332995 ,76007504 ,20917 ,25572 ,5072967 ,673 ,858 ,1493747 ,44523 ,106628 ,23127253 ,3498 ,7692 ,1929430 ,95029 ,351606 ,12007891 ,1141 ,2568 ,1201407 ,297 ,1550 ,303215 ,126 ,165 ,66920 ,245883 ,609363 ,46157274 ,1476 ,1708 ,1875410 ,79 ,103 ,33289 ,1 ,1 ,110 ,135 ,283 ,152444 ,-,-,-,・,・,・,・,・,・
,　　中耳炎,385974 ,816535 ,385974 ,4357769 ,385854655 ,367831 ,775779 ,118044967 ,92723 ,143822 ,31844198 ,1053 ,1456 ,4497850 ,153223 ,397202 ,85769930 ,12849 ,28716 ,8056354 ,283563 ,1239623 ,44975394 ,3482 ,7398 ,6191975 ,914 ,3496 ,789929 ,197 ,238 ,78065 ,289155 ,1734720 ,52575322 ,18564 ,24535 ,32408115 ,195 ,178 ,227608 ,10 ,89 ,162290 ,235 ,486 ,229592 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　その他の中耳及び乳様突起の疾患,69247 ,127788 ,69247 ,816482 ,61020631 ,69085 ,128734 ,15436030 ,7546 ,8966 ,822416 ,271 ,293 ,659892 ,35108 ,87994 ,20610171 ,3866 ,8456 ,4259865 ,38553 ,214649 ,6063612 ,913 ,2108 ,1165660 ,112 ,563 ,111595 ,104 ,135 ,36125 ,50725 ,363247 ,10506239 ,855 ,986 ,1152207 ,49 ,93 ,14969 ,2 ,18 ,60840 ,112 ,238 ,120996 ,-,-,-,・,・,・,・,・,・
,　　メニエ－ル病,99223 ,155459 ,99223 ,1583697 ,89979544 ,98807 ,155865 ,20424812 ,31957 ,46470 ,6654040 ,914 ,1510 ,2251454 ,54142 ,188329 ,29322758 ,4003 ,9092 ,4532321 ,91340 ,1060538 ,18147024 ,16102 ,34824 ,4089197 ,196 ,1222 ,203188 ,1030 ,1395 ,443281 ,17567 ,83146 ,3441598 ,188 ,185 ,240023 ,427 ,871 ,137696 ,-,-,-,115 ,250 ,92152 ,-,-,-,・,・,・,・,・,・
,　　その他の内耳疾患,69909 ,99884 ,69909 ,1037214 ,91194730 ,69559 ,102112 ,15765787 ,23071 ,30918 ,4735789 ,1077 ,1352 ,2740764 ,40345 ,185609 ,26673166 ,11811 ,27809 ,18818094 ,56987 ,633789 ,11878961 ,11305 ,18144 ,5219559 ,288 ,1976 ,377484 ,624 ,781 ,231220 ,8494 ,33703 ,4053701 ,163 ,192 ,450375 ,255 ,442 ,101218 ,2 ,3 ,1920 ,180 ,382 ,146678 ,-,-,-,・,・,・,・,・,・
,　　その他の耳疾患,286234 ,433155 ,286234 ,2885435 ,286197486 ,285042 ,439721 ,62659348 ,43825 ,52150 ,7127860 ,2312 ,2625 ,6660203 ,204734 ,505927 ,118090767 ,15546 ,35495 ,18669685 ,183364 ,1336780 ,30738048 ,9594 ,26397 ,12825324 ,3795 ,15031 ,3334150 ,1609 ,2091 ,513105 ,100901 ,464248 ,20958145 ,1986 ,2234 ,3185264 ,618 ,1406 ,455182 ,19 ,211 ,524980 ,512 ,1091 ,440984 ,3 ,5 ,14280 ,・,・,・,・,・,・
,Ⅸ　循環器系の疾患,11971592 ,17153128 ,11971592 ,306051056 ,15799173785 ,11559354 ,16360719 ,1928473833 ,9578605 ,13743079 ,2527261798 ,441515 ,947129 ,1277052667 ,4037092 ,25768126 ,2813862282 ,1251400 ,2877264 ,1230361896 ,10805211 ,242252208 ,3731245595 ,642030 ,1512667 ,567225888 ,85051 ,651328 ,123592046 ,49478 ,82517 ,37161838 ,387462 ,1590519 ,1321179166 ,33816 ,31448 ,153211482 ,75847 ,139329 ,41417727 ,431 ,3208 ,7216146 ,42514 ,90816 ,39411206 ,119 ,174 ,496944 ,・,・,・,・,・,・
,　　高血圧性疾患,8243818 ,11553983 ,8243818 ,218710977 ,9240711112 ,8030432 ,11129361 ,1315447960 ,7317480 ,10598923 ,1950936068 ,240089 ,501379 ,600098848 ,2243570 ,14185157 ,1360100636 ,473935 ,1063103 ,263394734 ,7832498 ,178709631 ,2571301294 ,437637 ,1063876 ,288764514 ,32630 ,224399 ,37853389 ,26656 ,45601 ,20818128 ,226670 ,1023838 ,754780529 ,13645 ,10099 ,36353225 ,52221 ,97985 ,15779760 ,99 ,415 ,806298 ,26857 ,56832 ,24136587 ,34 ,48 ,137088 ,・,・,・,・,・,・
,　　虚血性心疾患,806490 ,1185648 ,806490 ,23801821 ,1490308717 ,782260 ,1158975 ,131223947 ,547060 ,780516 ,143393696 ,37576 ,63312 ,101030725 ,426886 ,2962364 ,373933142 ,155437 ,362458 ,184479171 ,693465 ,18170344 ,300426216 ,45525 ,95494 ,49716956 ,7885 ,63788 ,12557918 ,2744 ,4478 ,1980537 ,23757 ,123351 ,176388488 ,1840 ,1942 ,9644743 ,3928 ,7218 ,1272039 ,57 ,466 ,1016990 ,3276 ,7063 ,3218144 ,8 ,9 ,25704 ,・,・,・,・,・,・
,　　その他の心疾患,1151636 ,1719731 ,1151636 ,28323667 ,2177711075 ,1094421 ,1616204 ,188239137 ,752482 ,1068304 ,207603465 ,70850 ,150643 ,277857546 ,682373 ,4613558 ,617428650 ,243381 ,564833 ,157252295 ,919252 ,19925952 ,396649275 ,67443 ,138802 ,105820849 ,8255 ,62267 ,12000295 ,5732 ,9686 ,4265982 ,32595 ,149845 ,188640406 ,2947 ,3574 ,13937858 ,5112 ,9074 ,1873962 ,109 ,764 ,1563910 ,4635 ,10070 ,4505583 ,16 ,25 ,71400 ,・,・,・,・,・,・
,　　くも膜下出血,28009 ,41350 ,28009 ,473921 ,48448178 ,24415 ,33060 ,3990704 ,12015 ,15410 ,2635915 ,2395 ,7529 ,9935966 ,6397 ,41896 ,4369814 ,9336 ,22168 ,16305441 ,18663 ,338692 ,5438811 ,1145 ,1866 ,954138 ,1151 ,10068 ,2206861 ,207 ,395 ,190755 ,1180 ,2501 ,1510927 ,78 ,77 ,215250 ,91 ,141 ,641358 ,-,-,-,56 ,118 ,52238 ,-,-,-,・,・,・,・,・,・
,　　脳内出血,96254 ,168160 ,96254 ,1940317 ,192970724 ,80634 ,129871 ,15761328 ,49246 ,67065 ,11297761 ,11237 ,32670 ,41877370 ,25365 ,170411 ,17599036 ,25437 ,61037 ,41292400 ,65976 ,1380724 ,22303211 ,5072 ,8715 ,5074065 ,7532 ,72245 ,15344046 ,606 ,1058 ,492675 ,5090 ,14794 ,12615449 ,483 ,438 ,1290712 ,658 ,875 ,7767059 ,4 ,19 ,90400 ,185 ,393 ,165198 ,-,-,-,・,・,・,・,・,・
,　　脳　梗　塞,764612 ,1193494 ,764612 ,17221394 ,1199351804 ,690998 ,1018920 ,119473101 ,503275 ,685194 ,118856680 ,55206 ,148322 ,174696978 ,229747 ,1454783 ,149209071 ,165016 ,381664 ,273198984 ,619726 ,13140843 ,223178656 ,41939 ,99454 ,34111754 ,18264 ,157529 ,32328511 ,7533 ,12424 ,5824725 ,30863 ,108395 ,56061124 ,1545 ,1286 ,4003518 ,4881 ,8937 ,6676010 ,13 ,103 ,317340 ,1667 ,3510 ,1406743 ,2 ,3 ,8568 ,・,・,・,・,・,・
,　　脳動脈硬化（症）,30171 ,41020 ,30171 ,633911 ,38680486 ,29626 ,40534 ,4618890 ,24386 ,33554 ,6492184 ,989 ,1259 ,1969214 ,14759 ,76185 ,10253813 ,2882 ,6411 ,3635968 ,25932 ,468446 ,7992356 ,1121 ,2622 ,795316 ,84 ,483 ,90887 ,137 ,256 ,156275 ,736 ,3778 ,2426808 ,27 ,22 ,108822 ,101 ,184 ,52513 ,1 ,2 ,6530 ,82 ,175 ,80910 ,-,-,-,・,・,・,・,・,・
,　　その他の脳血管疾患,228115 ,308423 ,228115 ,4065707 ,392962678 ,220791 ,303098 ,35892295 ,123789 ,160294 ,29120129 ,6673 ,13582 ,18262890 ,71488 ,427185 ,52014666 ,88338 ,198716 ,171055008 ,149569 ,2899429 ,53431976 ,8275 ,16620 ,9221805 ,2271 ,17890 ,3612141 ,1423 ,2117 ,931555 ,6312 ,23161 ,15854679 ,488 ,457 ,1568205 ,1046 ,1689 ,1119017 ,11 ,83 ,285440 ,640 ,1375 ,584248 ,2 ,3 ,8568 ,・,・,・,・,・,・
,　　動脈硬化（症）,134799 ,231329 ,134799 ,3030025 ,246129580 ,132444 ,231287 ,23644759 ,72186 ,100895 ,20113628 ,5684 ,7824 ,13722055 ,81305 ,483498 ,49608520 ,17144 ,40203 ,18500567 ,112590 ,2051988 ,37959427 ,10257 ,32991 ,11980159 ,2443 ,15072 ,2605638 ,374 ,657 ,296261 ,13154 ,58763 ,60369072 ,874 ,772 ,5559667 ,2455 ,5104 ,1083743 ,4 ,33 ,87750 ,398 ,849 ,372640 ,50 ,79 ,225624 ,・,・,・,・,・,・
,　　痔　核,216856 ,295470 ,216856 ,2795751 ,216625263 ,210033 ,287027 ,41977797 ,75043 ,96975 ,11854187 ,2781 ,6244 ,9268883 ,118323 ,371350 ,61693184 ,8924 ,22465 ,7300002 ,193045 ,1956203 ,39960239 ,5646 ,11665 ,11573888 ,414 ,2773 ,512554 ,991 ,1583 ,600231 ,29270 ,24810 ,8674921 ,6178 ,5936 ,17142259 ,1382 ,1808 ,850434 ,68 ,784 ,2045122 ,2691 ,6118 ,3160096 ,4 ,4 ,11424 ,・,・,・,・,・,・
,　　低血圧（症）,23236 ,34537 ,23236 ,354480 ,30937592 ,22761 ,33939 ,4982018 ,7752 ,10560 ,2142466 ,567 ,1220 ,2154164 ,7428 ,50597 ,5742481 ,2290 ,5328 ,2472557 ,17196 ,242425 ,4119417 ,1611 ,2709 ,1383948 ,155 ,806 ,164859 ,1833 ,2489 ,895356 ,760 ,4126 ,6577700 ,45 ,36 ,157240 ,49 ,93 ,47183 ,3 ,33 ,50336 ,57 ,116 ,47846 ,-,-,-,・,・,・,・,・,・
,　　その他の循環器系の疾患,247596 ,379983 ,247596 ,4699085 ,524336576 ,240539 ,378443 ,43221897 ,93891 ,125389 ,22815619 ,7468 ,13145 ,26178028 ,129451 ,931142 ,111909269 ,59280 ,148878 ,91474769 ,157299 ,2967531 ,68484717 ,16359 ,37853 ,47828496 ,3967 ,24008 ,4314947 ,1242 ,1773 ,709358 ,17075 ,53157 ,37279063 ,5666 ,6809 ,63229983 ,3923 ,6221 ,4254649 ,62 ,506 ,946030 ,1970 ,4197 ,1680973 ,3 ,3 ,8568 ,・,・,・,・,・,・
,Ⅹ　呼吸器系の疾患,11457869 ,16649105 ,11457869 ,127820665 ,9909996640 ,10602785 ,15217341 ,2879946535 ,4746313 ,6911761 ,1438112035 ,156922 ,264078 ,747730610 ,2596739 ,12231565 ,1513538343 ,884552 ,2026330 ,437772403 ,9994600 ,76563409 ,1857556828 ,484623 ,891465 ,384426956 ,20703 ,119834 ,22165188 ,33635 ,52441 ,20173449 ,3506882 ,13436204 ,517548429 ,27018 ,31840 ,63465944 ,17749 ,36560 ,7956310 ,388 ,3290 ,6393616 ,15754 ,34026 ,13137274 ,21 ,25 ,71400 ,・,・,・,・,・,・
,　　急性鼻咽頭炎［かぜ］<感冒>,459547 ,690050 ,459547 ,4393757 ,356759669 ,400219 ,594489 ,127026851 ,179115 ,263681 ,69623844 ,3201 ,5441 ,10394348 ,71108 ,295093 ,35805706 ,12667 ,27637 ,6213262 ,358033 ,2624669 ,57774720 ,13390 ,27951 ,11606319 ,986 ,6348 ,1066986 ,3051 ,5086 ,1959386 ,170174 ,537401 ,31415907 ,1468 ,1828 ,2633972 ,1343 ,3111 ,521810 ,21 ,185 ,447294 ,398 ,830 ,269215 ,-,-,-,・,・,・,・,・,・
,　　急性咽頭炎及び急性扁桃炎,1026068 ,1410959 ,1026068 ,9418024 ,763550045 ,924510 ,1247647 ,293632888 ,436321 ,631991 ,136933174 ,5005 ,9307 ,16522394 ,223879 ,1029943 ,106058208 ,25376 ,56711 ,11977790 ,896840 ,5906768 ,135415571 ,57964 ,93661 ,29987198 ,1233 ,7527 ,1244689 ,2239 ,3856 ,1534115 ,127762 ,423227 ,25978648 ,1255 ,1105 ,2245976 ,1641 ,4234 ,641828 ,48 ,382 ,700300 ,745 ,1622 ,654173 ,7 ,8 ,22848 ,・,・,・,・,・,・
,　　その他の急性上気道感染症,2562063 ,3598842 ,2562063 ,22395932 ,1802444123 ,2331653 ,3249960 ,705325559 ,853952 ,1213236 ,282032878 ,9834 ,16174 ,27150029 ,509171 ,1718595 ,263276624 ,116362 ,248333 ,44199171 ,2216054 ,11355844 ,294033693 ,70559 ,117992 ,30877889 ,2178 ,13674 ,2419390 ,3263 ,5450 ,2086870 ,1084511 ,4440631 ,138486258 ,6124 ,7250 ,9874645 ,2471 ,5541 ,924073 ,44 ,377 ,645894 ,1307 ,2777 ,1099964 ,3 ,4 ,11424 ,・,・,・,・,・,・
