平成２７年　社会医療診療行為別統計　平成２７年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　気分［感情］障害（躁うつ病を含む）,1120750 ,1677869 ,1120750 ,20342600 ,1095189000 ,1110249 ,1669068 ,146168749 ,225847 ,275850 ,26335070 ,9357 ,19265 ,24070764 ,105413 ,568035 ,55871808 ,10666 ,26481 ,13308167 ,1068569 ,16230723 ,263030064 ,16129 ,38803 ,16135343 ,1098 ,6413 ,1280847 ,1002871 ,1486091 ,542119691 ,5457 ,15929 ,3743650 ,294 ,270 ,1015550 ,1815 ,3650 ,1214349 ,24 ,218 ,366650 ,628 ,1400 ,505336 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　神経症性障害，ストレス関連障害及び身体表現性障害,856515 ,1180212 ,856515 ,12828298 ,738726247 ,848146 ,1175172 ,125263629 ,197014 ,250652 ,30011742 ,6998 ,13126 ,19740034 ,113411 ,539594 ,65965515 ,18227 ,44192 ,21039260 ,757165 ,9863435 ,145954100 ,19455 ,42009 ,17969039 ,2312 ,12548 ,2523342 ,606777 ,815743 ,297069373 ,16063 ,64590 ,8169905 ,524 ,486 ,2173097 ,1831 ,3359 ,1073383 ,42 ,328 ,616194 ,1345 ,2888 ,1073236 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　知的障害〈精神遅滞〉,27491 ,42823 ,27491 ,476429 ,28303416 ,22776 ,35219 ,3425066 ,7330 ,9264 ,1778885 ,482 ,902 ,1653950 ,3926 ,17610 ,2172455 ,395 ,983 ,361574 ,18447 ,373962 ,5556810 ,253 ,444 ,337926 ,3693 ,15962 ,3554284 ,13514 ,21418 ,9178292 ,249 ,614 ,182832 ,9 ,8 ,8328 ,12 ,18 ,80572 ,-,-,-,8 ,16 ,7198 ,-,-,-,・,・,・,・,・,・
,　　その他の精神及び行動の障害,280040 ,419752 ,280040 ,3272661 ,316268554 ,269840 ,404032 ,42252747 ,62278 ,76585 ,18466382 ,4081 ,8833 ,15179608 ,39233 ,179904 ,22759114 ,7214 ,17461 ,11187535 ,159675 ,2135174 ,52220188 ,3713 ,8256 ,4754618 ,49337 ,222658 ,51112413 ,144985 ,212553 ,94447377 ,2662 ,6222 ,2413200 ,108 ,125 ,561384 ,196 ,339 ,565633 ,6 ,73 ,199920 ,159 ,339 ,130358 ,-,-,-,・,・,・,・,・,・
,Ⅵ　神経系の疾患,2184058 ,3469877 ,2184058 ,39851411 ,3069772375 ,2050492 ,3168961 ,358629273 ,915792 ,1237044 ,212424157 ,308830 ,507293 ,748324527 ,423074 ,2648859 ,302979011 ,212457 ,542917 ,302125918 ,1739879 ,30136290 ,583434768 ,115187 ,293063 ,138454612 ,68609 ,429028 ,87464271 ,219066 ,357709 ,171240888 ,115825 ,446564 ,90463851 ,6548 ,4131 ,20576528 ,38394 ,69643 ,47337291 ,125 ,921 ,1863322 ,4114 ,8769 ,3221304 ,37 ,38 ,108528 ,・,・,・,・,・,・
,　　パ－キンソン病,113981 ,188417 ,113981 ,2561764 ,208589096 ,101459 ,156534 ,15651911 ,69510 ,86817 ,18300510 ,13072 ,35184 ,42432447 ,22664 ,154262 ,16106492 ,11998 ,31048 ,29392438 ,95661 ,2013353 ,62080635 ,4699 ,11157 ,4240963 ,6019 ,51696 ,11442190 ,6388 ,10009 ,3926721 ,3764 ,9936 ,3296693 ,193 ,178 ,497280 ,644 ,1079 ,840447 ,5 ,30 ,62220 ,225 ,470 ,165782 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　アルツハイマ－病,325439 ,606054 ,325439 ,6435475 ,604983288 ,251191 ,411226 ,43453869 ,119810 ,161939 ,25354950 ,58820 ,177681 ,198944742 ,66098 ,468706 ,45610486 ,29408 ,73315 ,50892374 ,257646 ,4918752 ,118408961 ,12540 ,32907 ,11333681 ,1204 ,7149 ,1313287 ,77994 ,157370 ,98487077 ,7510 ,23935 ,9500149 ,392 ,385 ,954350 ,817 ,1442 ,342807 ,3 ,20 ,85030 ,302 ,630 ,235932 ,-,-,-,・,・,・,・,・,・
,　　てんかん,220886 ,295128 ,220886 ,4337051 ,270865776 ,205839 ,270364 ,27252345 ,153457 ,212515 ,54732004 ,5973 ,12178 ,22727684 ,53022 ,307308 ,42815134 ,12882 ,30824 ,20316757 ,196950 ,3402280 ,58262239 ,4990 ,8465 ,7918225 ,4575 ,25104 ,5619486 ,36945 ,54462 ,20846715 ,3998 ,11896 ,7482719 ,273 ,255 ,820364 ,580 ,848 ,1772257 ,6 ,34 ,47230 ,216 ,477 ,165960 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　脳性麻痺及びその他の麻痺性症候群,37958 ,89498 ,37958 ,547716 ,72856691 ,33220 ,76506 ,7095415 ,10069 ,13522 ,2549538 ,3664 ,11425 ,16575930 ,4626 ,29271 ,3195847 ,3273 ,9394 ,3260423 ,14541 ,278332 ,4765339 ,1066 ,2521 ,1460216 ,18971 ,111598 ,24871158 ,753 ,962 ,348200 ,3191 ,12983 ,2622022 ,172 ,113 ,1016817 ,649 ,987 ,5013730 ,1 ,6 ,5640 ,40 ,85 ,24520 ,-,-,-,・,・,・,・,・,・
,　　自律神経系の障害,49447 ,72442 ,49447 ,1117138 ,48937509 ,48371 ,70092 ,8597491 ,22696 ,32133 ,4403774 ,1628 ,4914 ,9001332 ,9425 ,52751 ,5748196 ,2004 ,4800 ,2250828 ,44568 ,920791 ,12635531 ,3246 ,7946 ,1325202 ,548 ,5678 ,1274066 ,7697 ,10076 ,2393630 ,2031 ,6680 ,761367 ,78 ,49 ,92444 ,330 ,650 ,215559 ,-,-,-,263 ,577 ,146232 ,-,-,-,・,・,・,・,・,・
,　　その他の神経系の疾患,1436347 ,2218338 ,1436347 ,24852267 ,1863540015 ,1410412 ,2184239 ,256578242 ,540250 ,730118 ,107083381 ,225673 ,265911 ,458642392 ,267239 ,1636561 ,189502856 ,152892 ,393536 ,196013098 ,1130513 ,18602782 ,327282063 ,88646 ,230067 ,112176325 ,37292 ,227803 ,42944084 ,89289 ,124830 ,45238545 ,95331 ,381134 ,66800901 ,5440 ,3151 ,17195273 ,35374 ,64637 ,39152491 ,110 ,831 ,1663202 ,3068 ,6530 ,2482878 ,34 ,35 ,99960 ,・,・,・,・,・,・
,Ⅶ　眼及び付属器の疾患,8026989 ,9553404 ,8026989 ,69664296 ,7066065764 ,7974825 ,9540130 ,1258167806 ,1625728 ,1827814 ,125157660 ,42207 ,63100 ,105515374 ,7322572 ,38383433 ,2940561291 ,75212 ,172902 ,65568662 ,5582459 ,18417994 ,881961728 ,84988 ,135380 ,540292434 ,19083 ,52171 ,9429986 ,7878 ,12036 ,4802252 ,706490 ,853332 ,118069985 ,125801 ,150511 ,976916681 ,31657 ,39466 ,15720846 ,128 ,1031 ,2026240 ,4102 ,8684 ,3727412 ,4404 ,6121 ,17481576 ,・,・,・,・,・,・
,　　結膜炎,1397889 ,1708492 ,1397889 ,12381174 ,1037388624 ,1370034 ,1660446 ,250088895 ,408328 ,487103 ,47617073 ,11668 ,21941 ,34259868 ,1138284 ,4997323 ,361871186 ,7717 ,17251 ,5095971 ,1227354 ,4890000 ,189259263 ,15221 ,32592 ,64920404 ,2339 ,9523 ,1766532 ,2647 ,4351 ,1771562 ,148174 ,245120 ,25609363 ,8387 ,9778 ,51952021 ,2865 ,4347 ,1650799 ,18 ,159 ,313090 ,444 ,935 ,369028 ,204 ,275 ,785400 ,・,・,・,・,・,・
,　　白内障,898614 ,1148502 ,898614 ,10158111 ,1140328663 ,893216 ,1158246 ,122788125 ,221441 ,250477 ,18271561 ,8608 ,11023 ,18605814 ,796112 ,5608747 ,430006702 ,24352 ,55579 ,16826026 ,764752 ,2857557 ,117856320 ,14814 ,22059 ,57542441 ,1174 ,7465 ,1433297 ,1063 ,1451 ,582740 ,100436 ,129551 ,24515438 ,31394 ,39235 ,318700120 ,9353 ,11644 ,3714513 ,31 ,292 ,617330 ,957 ,2012 ,811214 ,1978 ,2767 ,7902552 ,・,・,・,・,・,・
,　　屈折及び調節の障害,2655918 ,2958598 ,2655918 ,17389021 ,1754964210 ,2652831 ,2968900 ,469995576 ,315559 ,335712 ,14970946 ,5135 ,5512 ,9948455 ,2577369 ,11389096 ,858759241 ,9519 ,22401 ,8764607 ,1068653 ,2504259 ,141636229 ,9348 ,12855 ,51118424 ,5699 ,11548 ,2041264 ,952 ,1316 ,465110 ,104965 ,102616 ,12944253 ,21472 ,25562 ,176869112 ,5031 ,6386 ,2560274 ,10 ,58 ,84430 ,595 ,1256 ,531736 ,1045 ,1443 ,4121208 ,・,・,・,・,・,・
,　　その他の眼及び付属器の疾患,3074568 ,3737812 ,3074568 ,29735990 ,3133384267 ,3058744 ,3752538 ,415295210 ,680400 ,754522 ,44298080 ,16796 ,24624 ,42701237 ,2810807 ,16388267 ,1289924162 ,33624 ,77671 ,34882058 ,2521700 ,8166178 ,433209916 ,45605 ,67874 ,366711165 ,9871 ,23635 ,4188893 ,3216 ,4918 ,1982840 ,352915 ,376045 ,55000931 ,64548 ,75936 ,429395428 ,14408 ,17089 ,7795260 ,69 ,522 ,1011390 ,2106 ,4481 ,2015434 ,1177 ,1636 ,4672416 ,・,・,・,・,・,・
,Ⅷ　耳及び乳様突起の疾患,1409732 ,2340240 ,1409732 ,14160236 ,1229229773 ,1383304 ,2308949 ,372462826 ,248507 ,342413 ,57865519 ,7086 ,9182 ,19926202 ,581121 ,1562005 ,323898120 ,56938 ,129480 ,60637954 ,903217 ,5576861 ,147148040 ,46981 ,102582 ,32275345 ,5562 ,23989 ,5118484 ,3892 ,5329 ,1454392 ,914998 ,4059594 ,163935180 ,26119 ,32967 ,41437123 ,1859 ,3498 ,1068532 ,40 ,259 ,443668 ,1467 ,3082 ,1310086 ,3 ,3 ,8568 ,・,・,・,・,・,・
,　　外耳炎,234808 ,354158 ,234808 ,1791985 ,142234154 ,232005 ,352666 ,62549836 ,27532 ,33619 ,3735544 ,980 ,1260 ,2401310 ,45514 ,114067 ,22376494 ,3569 ,7891 ,2470284 ,156414 ,572040 ,19013400 ,2151 ,4317 ,2616128 ,236 ,1280 ,258768 ,177 ,246 ,80000 ,204981 ,701528 ,24611038 ,2248 ,2487 ,1857668 ,119 ,178 ,40016 ,1 ,1 ,9000 ,191 ,396 ,184436 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　その他の外耳疾患,252372 ,323974 ,252372 ,1372482 ,162855769 ,247924 ,320781 ,73536282 ,20170 ,24464 ,4803068 ,640 ,885 ,1438025 ,42892 ,98763 ,22051978 ,3601 ,7933 ,2041581 ,88621 ,332370 ,11089695 ,1242 ,2810 ,1119188 ,340 ,1602 ,323666 ,129 ,162 ,50295 ,236153 ,580687 ,44408271 ,1373 ,1610 ,1781504 ,86 ,139 ,52521 ,3 ,21 ,31590 ,121 ,253 ,114906 ,-,-,-,・,・,・,・,・,・
,　　中耳炎,388266 ,821042 ,388266 ,4458260 ,384869833 ,371170 ,783943 ,117956604 ,92655 ,142227 ,30229482 ,1085 ,1393 ,4363977 ,153343 ,383844 ,84304503 ,13154 ,29434 ,8257045 ,282912 ,1298828 ,46381077 ,3739 ,8054 ,5424856 ,885 ,3477 ,778083 ,190 ,267 ,95235 ,291470 ,1780782 ,53395147 ,19311 ,25325 ,33141940 ,203 ,219 ,207798 ,10 ,58 ,78190 ,189 ,396 ,194053 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　その他の中耳及び乳様突起の疾患,72769 ,136390 ,72769 ,877636 ,64145411 ,72571 ,137300 ,16561706 ,8190 ,9676 ,826794 ,264 ,302 ,781238 ,36529 ,88910 ,21161539 ,4234 ,9309 ,4504970 ,40566 ,231270 ,6317504 ,950 ,2349 ,1046732 ,101 ,447 ,85750 ,107 ,154 ,42270 ,53991 ,396603 ,11426806 ,887 ,996 ,1230321 ,55 ,78 ,39221 ,3 ,10 ,9500 ,115 ,230 ,109300 ,-,-,-,・,・,・,・,・,・
,　　メニエ－ル病,102011 ,162708 ,102011 ,1686369 ,94693498 ,101579 ,163297 ,21517267 ,33543 ,49631 ,7003974 ,898 ,1513 ,2207459 ,54977 ,191577 ,29569095 ,4438 ,10253 ,5085168 ,93869 ,1142159 ,19915791 ,17423 ,38427 ,4195091 ,220 ,1413 ,232532 ,995 ,1324 ,410565 ,17977 ,85347 ,3989033 ,201 ,178 ,303287 ,463 ,936 ,137572 ,1 ,6 ,7720 ,144 ,305 ,118374 ,-,-,-,・,・,・,・,・,・
,　　その他の内耳疾患,67178 ,97106 ,67178 ,1014961 ,89129304 ,66817 ,98978 ,15386635 ,22413 ,30343 ,4244486 ,957 ,1246 ,2434356 ,38554 ,177011 ,25333365 ,11661 ,27402 ,18715634 ,54589 ,624753 ,12056216 ,11416 ,18853 ,5119170 ,268 ,1849 ,357689 ,590 ,750 ,225280 ,7943 ,32653 ,4593752 ,157 ,149 ,315734 ,261 ,479 ,112784 ,3 ,24 ,44780 ,218 ,471 ,177270 ,-,-,-,・,・,・,・,・,・
,　　その他の耳疾患,292328 ,444862 ,292328 ,2958543 ,291301804 ,291238 ,451984 ,64954496 ,44004 ,52453 ,7022171 ,2262 ,2583 ,6299837 ,209312 ,507833 ,119101146 ,16281 ,37258 ,19563272 ,186246 ,1375441 ,32374357 ,10060 ,27772 ,12754180 ,3512 ,13921 ,3081996 ,1704 ,2426 ,550747 ,102483 ,481994 ,21511133 ,1942 ,2222 ,2806669 ,672 ,1469 ,478620 ,19 ,139 ,262888 ,489 ,1031 ,411747 ,1 ,1 ,2856 ,・,・,・,・,・,・
,Ⅸ　循環器系の疾患,11707147 ,17164583 ,11707147 ,314422579 ,15754436174 ,11319564 ,16419273 ,1925814530 ,9383077 ,13701496 ,2493604388 ,419784 ,874124 ,1279510678 ,3934997 ,25058105 ,2681615654 ,1209643 ,2781850 ,1186901825 ,10619943 ,251271239 ,3967006644 ,665777 ,1665591 ,544687936 ,85971 ,657715 ,127818887 ,48063 ,81515 ,36839008 ,399211 ,1640548 ,1285212743 ,32676 ,29207 ,132620713 ,78848 ,148386 ,42841537 ,484 ,3626 ,7589024 ,41843 ,89196 ,38202895 ,123 ,177 ,505512 ,・,・,・,・,・,・
,　　高血圧性疾患,8076212 ,11616744 ,8076212 ,224626953 ,9342038119 ,7878379 ,11227546 ,1320239117 ,7168114 ,10572913 ,1931521460 ,225575 ,457965 ,591813540 ,2204935 ,13936345 ,1324707661 ,465871 ,1047136 ,257793422 ,7688695 ,184712079 ,2758364985 ,455952 ,1172333 ,282488059 ,32889 ,226242 ,38795044 ,25487 ,44543 ,20348960 ,234553 ,1059033 ,740174550 ,13758 ,9745 ,33385882 ,54296 ,103792 ,16356306 ,123 ,425 ,960048 ,26769 ,56449 ,23838039 ,51 ,66 ,188496 ,・,・,・,・,・,・
,　　虚血性心疾患,789564 ,1180752 ,789564 ,24796131 ,1463832798 ,766024 ,1155357 ,129428743 ,539045 ,783902 ,141191238 ,36776 ,60823 ,105139143 ,411587 ,2846869 ,347719560 ,145393 ,338860 ,171198777 ,688113 ,19299631 ,321040842 ,47445 ,106605 ,47935031 ,7172 ,56512 ,11112678 ,2569 ,4412 ,2058252 ,24428 ,126018 ,172739045 ,1776 ,1740 ,8694310 ,4252 ,8016 ,1353381 ,58 ,429 ,957770 ,3223 ,6890 ,2979911 ,8 ,11 ,31416 ,・,・,・,・,・,・
,　　その他の心疾患,1094702 ,1662738 ,1094702 ,28496891 ,2088872591 ,1042368 ,1566351 ,180990084 ,720997 ,1041288 ,199581705 ,67069 ,137356 ,282023026 ,648044 ,4366584 ,566837793 ,227103 ,525972 ,144971451 ,888228 ,20469826 ,389121657 ,67490 ,147911 ,95543474 ,7550 ,54948 ,10601353 ,5755 ,10084 ,4482769 ,32844 ,152752 ,191730320 ,2913 ,3507 ,13842946 ,5271 ,9582 ,1827098 ,127 ,864 ,1428336 ,4470 ,9781 ,4272541 ,14 ,18 ,51408 ,・,・,・,・,・,・
,　　くも膜下出血,27677 ,41630 ,27677 ,490578 ,48384661 ,24151 ,33268 ,4004879 ,12008 ,15693 ,2591465 ,2327 ,7099 ,9726750 ,6333 ,41073 ,4310685 ,9228 ,21707 ,16121724 ,18616 ,355352 ,5956745 ,1129 ,2108 ,779452 ,1211 ,10754 ,2445404 ,193 ,398 ,214905 ,1236 ,2822 ,1303559 ,74 ,50 ,171944 ,78 ,124 ,627120 ,1 ,17 ,21420 ,50 ,112 ,43724 ,-,-,-,・,・,・,・,・,・
,　　脳内出血,96113 ,172347 ,96113 ,2032200 ,196696249 ,81233 ,134713 ,16292589 ,49166 ,67753 ,10955840 ,10661 ,30185 ,40183803 ,25319 ,167300 ,17061151 ,26073 ,62374 ,42044630 ,66539 ,1460171 ,24417316 ,5283 ,9634 ,5085828 ,8268 ,80790 ,18062546 ,618 ,1188 ,600000 ,5360 ,16201 ,12839701 ,519 ,492 ,1569736 ,658 ,921 ,7226137 ,3 ,43 ,57510 ,203 ,427 ,161616 ,1 ,2 ,5712 ,・,・,・,・,・,・
,　　脳　梗　塞,772195 ,1227719 ,772195 ,18191591 ,1246180287 ,699828 ,1054945 ,123533318 ,506660 ,701138 ,119833619 ,54433 ,140602 ,179304562 ,234541 ,1473645 ,149355634 ,167967 ,388066 ,276683788 ,627917 ,14007366 ,252493155 ,44081 ,111634 ,34545109 ,19829 ,169804 ,36003299 ,7489 ,11982 ,5520035 ,32939 ,117105 ,54217959 ,1660 ,1314 ,4467601 ,5394 ,10245 ,8203457 ,18 ,150 ,288520 ,1700 ,3583 ,1422736 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　脳動脈硬化（症）,27971 ,38742 ,27971 ,621950 ,36254530 ,27393 ,38067 ,4345365 ,22643 ,31501 ,5992193 ,972 ,1220 ,2070763 ,13637 ,69241 ,9143119 ,2660 ,5863 ,3423655 ,24133 ,468085 ,7894690 ,1036 ,2960 ,796778 ,90 ,535 ,90517 ,152 ,231 ,117515 ,744 ,3753 ,2047537 ,25 ,25 ,180079 ,141 ,334 ,94050 ,-,-,-,64 ,133 ,55270 ,-,-,-,・,・,・,・,・,・
,　　その他の脳血管疾患,218628 ,299666 ,218628 ,4129774 ,380021003 ,211706 ,295523 ,34988234 ,119126 ,155616 ,27931186 ,6137 ,11737 ,17404997 ,68617 ,406850 ,48398156 ,83644 ,188584 ,161209394 ,144628 ,3004819 ,56926413 ,8377 ,18501 ,7970354 ,2303 ,17780 ,3692744 ,1372 ,2136 ,949260 ,6650 ,24787 ,16985536 ,445 ,422 ,1552736 ,1035 ,1685 ,1297019 ,8 ,90 ,181390 ,583 ,1230 ,508884 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　動脈硬化（症）,135954 ,232858 ,135954 ,3114976 ,234110155 ,133585 ,232320 ,23950088 ,72464 ,101625 ,18980871 ,5470 ,7625 ,13942251 ,80461 ,481016 ,48214424 ,16350 ,39273 ,18298527 ,114363 ,2137918 ,41832052 ,10818 ,37200 ,14095912 ,2516 ,15396 ,2577367 ,432 ,621 ,219215 ,13519 ,54916 ,45063676 ,770 ,720 ,5053190 ,2630 ,5512 ,1216497 ,2 ,30 ,31440 ,343 ,729 ,299999 ,41 ,71 ,202776 ,・,・,・,・,・,・
,　　痔　核,212877 ,293486 ,212877 ,2874119 ,218471834 ,206346 ,285203 ,41857555 ,75736 ,98424 ,11785695 ,2767 ,6239 ,9903710 ,115098 ,369519 ,60486924 ,8757 ,22162 ,7106870 ,189804 ,2035186 ,41387584 ,6118 ,12807 ,13307565 ,467 ,2935 ,552507 ,995 ,1587 ,658230 ,29732 ,25569 ,8817339 ,5760 ,5495 ,15755543 ,1361 ,1892 ,907693 ,90 ,1124 ,2784330 ,2618 ,5962 ,3084160 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　低血圧（症）,23003 ,35309 ,23003 ,379784 ,32599945 ,22532 ,34727 ,5025290 ,8024 ,11220 ,2176131 ,526 ,1083 ,2189869 ,7372 ,50553 ,5574967 ,2284 ,5228 ,2352720 ,17285 ,265452 ,4398814 ,1738 ,3058 ,1265754 ,112 ,632 ,127691 ,1780 ,2590 ,966357 ,832 ,4819 ,7997270 ,71 ,74 ,298395 ,76 ,122 ,77874 ,2 ,19 ,37930 ,89 ,205 ,106298 ,-,-,-,・,・,・,・,・,・
,　　その他の循環器系の疾患,232251 ,362592 ,232251 ,4667632 ,466974002 ,226019 ,361253 ,41159268 ,89094 ,120423 ,21062985 ,7071 ,12190 ,25808264 ,119053 ,849110 ,99805580 ,54313 ,136625 ,85696867 ,151622 ,3055354 ,63172391 ,16310 ,40840 ,40874620 ,3564 ,21387 ,3757737 ,1221 ,1743 ,703510 ,16374 ,52773 ,31296251 ,4905 ,5623 ,47648351 ,3656 ,6161 ,3654905 ,52 ,435 ,840330 ,1731 ,3695 ,1429717 ,3 ,4 ,11424 ,・,・,・,・,・,・
,Ⅹ　呼吸器系の疾患,11340244 ,16601062 ,11340244 ,130464388 ,9843827861 ,10536871 ,15260577 ,2882109912 ,4713631 ,6896211 ,1381992448 ,153522 ,253977 ,740539022 ,2529219 ,11461812 ,1464104528 ,856122 ,1957792 ,420233890 ,9933410 ,79839116 ,1928110579 ,533096 ,1002864 ,369222070 ,20811 ,119614 ,21962011 ,32679 ,52334 ,20182774 ,3464418 ,13511638 ,526937899 ,27381 ,31934 ,61185920 ,18723 ,39079 ,8353506 ,345 ,2879 ,5077430 ,15836 ,34087 ,12709433 ,22 ,25 ,71400 ,・,・,・,・,・,・
,　　急性鼻咽頭炎［かぜ］<感冒>,455804 ,687919 ,455804 ,4579580 ,355277561 ,399121 ,597306 ,126409409 ,181066 ,266410 ,67100894 ,3232 ,5431 ,10673590 ,70080 ,279798 ,34816686 ,12740 ,27980 ,6065849 ,357603 ,2828448 ,60076145 ,15225 ,32275 ,11834484 ,1083 ,6546 ,1097311 ,3242 ,5361 ,1979430 ,162653 ,523803 ,31236288 ,1497 ,1893 ,2726669 ,1432 ,3247 ,548505 ,20 ,251 ,406974 ,390 ,815 ,264588 ,-,-,-,・,・,・,・,・,・
,　　急性咽頭炎及び急性扁桃炎,1056996 ,1461965 ,1056996 ,9897716 ,795050836 ,956837 ,1301925 ,307441859 ,455326 ,660264 ,137694631 ,5172 ,9300 ,16708706 ,225364 ,967173 ,106915726 ,25742 ,57357 ,12433027 ,927539 ,6316219 ,144975269 ,66901 ,109850 ,32735242 ,1310 ,8103 ,1307398 ,2328 ,4010 ,1605400 ,133781 ,455639 ,28515682 ,1344 ,1234 ,2710365 ,1737 ,4518 ,725330 ,39 ,372 ,539890 ,807 ,1728 ,671897 ,5 ,6 ,17136 ,・,・,・,・,・,・
,　　その他の急性上気道感染症,2586589 ,3645880 ,2586589 ,23177968 ,1831112769 ,2365889 ,3313602 ,716374481 ,873899 ,1243502 ,276294273 ,10228 ,16846 ,29226359 ,507763 ,1617100 ,262383728 ,118854 ,253673 ,44868623 ,2245578 ,12078382 ,311706138 ,80393 ,135845 ,33179648 ,2329 ,14175 ,2508253 ,3247 ,5575 ,2196031 ,1087289 ,4482923 ,139843750 ,6258 ,7248 ,9658509 ,2577 ,5575 ,919348 ,42 ,421 ,707940 ,1420 ,3007 ,1157438 ,-,-,-,・,・,・,・,・,・
,　　肺　　炎,157140 ,315050 ,157140 ,3012492 ,332590857 ,144358 ,283347 ,46747047 ,70441 ,119256 ,23342552 ,7720 ,17459 ,40440930 ,87517 ,769911 ,73492084 ,98331 ,256508 ,60651023 ,118632 ,1462003 ,39414687 ,29433 ,66482 ,30817475 ,817 ,4910 ,940434 ,544 ,1072 ,559750 ,13312 ,26840 ,12238628 ,406 ,604 ,2238717 ,462 ,904 ,227049 ,37 ,260 ,513550 ,1323 ,2919 ,891441 ,-,-,-,・,・,・,・,・,・
,　　急性気管支炎及び急性細気管支炎,1664167 ,2400212 ,1664167 ,15373088 ,1278564141 ,1447416 ,2020689 ,476196874 ,770153 ,1161533 ,271891240 ,9436 ,19183 ,34613215 ,283089 ,1464579 ,143355185 ,124773 ,272005 ,42690289 ,1426068 ,9884953 ,237383230 ,96096 ,156088 ,33312052 ,1482 ,8637 ,1649390 ,1493 ,2556 ,1002792 ,150273 ,375107 ,31831063 ,1051 ,1235 ,2779212 ,1492 ,3257 ,579576 ,24 ,198 ,242020 ,1360 ,2965 ,947286 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　アレルギ－性鼻炎,2074481 ,2854804 ,2074481 ,25718537 ,1409871189 ,2037450 ,2803503 ,440267925 ,596243 ,795107 ,112854330 ,24207 ,28085 ,54468931 ,412751 ,1513529 ,243801926 ,80144 ,169753 ,31811506 ,1906053 ,16341822 ,345601516 ,50346 ,102823 ,37132388 ,3518 ,19805 ,3645244 ,12401 ,18491 ,6681782 ,1059704 ,3907189 ,115376124 ,8123 ,9550 ,15369271 ,2985 ,5927 ,1508054 ,22 ,80 ,152516 ,1325 ,2820 ,1080144 ,6 ,7 ,19992 ,・,・,・,・,・,・
,　　慢性副鼻腔炎,581764 ,1005358 ,581764 ,7276868 ,466423652 ,573779 ,997812 ,136972540 ,104132 ,137411 ,16260552 ,4162 ,4432 ,12524349 ,143545 ,406517 ,87411513 ,80907 ,173503 ,44063965 ,501824 ,3038675 ,81113191 ,8319 ,16523 ,9073918 ,522 ,2835 ,562311 ,680 ,944 ,310660 ,466772 ,2490888 ,64898583 ,3728 ,4795 ,11416604 ,457 ,710 ,751657 ,13 ,114 ,233130 ,805 ,1686 ,814314 ,3 ,3 ,8568 ,・,・,・,・,・,・
