平成２９年　社会医療診療行為別統計　平成２９年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報告書Ⅰ　医科診療　第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　精神作用物質使用による精神及び行動の障害,63669 ,113260 ,63669 ,1214885 ,92040289 ,62772 ,112667 ,13833779 ,33071 ,48120 ,8585917 ,1120 ,1997 ,2411986 ,11577 ,82684 ,8097329 ,2624 ,6685 ,3246774 ,52529 ,880450 ,17259966 ,4515 ,7212 ,2363700 ,84 ,586 ,124307 ,33425 ,72246 ,35077464 ,750 ,1787 ,615267 ,94 ,100 ,169526 ,53 ,72 ,14029 ,6 ,87 ,163150 ,81 ,175 ,76976 ,-,-,-,・,・,・,・,・,・
,　　統合失調症，統合失調症型障害及び妄想性障害,561032 ,1139671 ,561032 ,14196948 ,1000775617 ,540007 ,1102479 ,84651785 ,126085 ,148340 ,12369681 ,10496 ,25339 ,24085173 ,54243 ,348190 ,30879307 ,4632 ,11721 ,5090899 ,531170 ,11352741 ,191600439 ,34206 ,51086 ,103072868 ,1022 ,2850 ,1910514 ,524205 ,1147441 ,544121951 ,1801 ,5830 ,2381601 ,108 ,124 ,358224 ,153 ,265 ,113321 ,4 ,17 ,8258 ,159 ,353 ,129468 ,-,-,-,・,・,・,・,・,・
,　　気分［感情］障害（躁うつ病を含む）,1165519 ,1737805 ,1165519 ,19703728 ,1128152669 ,1153472 ,1724836 ,149087080 ,222928 ,269649 ,26664151 ,10683 ,23079 ,26896152 ,108084 ,586775 ,58118156 ,10724 ,26528 ,13781046 ,1108576 ,15451297 ,251556541 ,15241 ,36856 ,21748507 ,1157 ,6833 ,1347554 ,1052580 ,1557741 ,572711541 ,5022 ,14818 ,3569035 ,283 ,252 ,765969 ,1653 ,3185 ,1144481 ,16 ,113 ,238000 ,625 ,1358 ,522356 ,-,-,-,・,・,・,・,・,・
,　　神経症性障害，ストレス関連障害及び身体表現性障害,925121 ,1270429 ,925121 ,12869295 ,793553956 ,915678 ,1263437 ,132215500 ,200285 ,252076 ,31533724 ,7560 ,14456 ,19855884 ,120214 ,579708 ,70374333 ,17661 ,43281 ,20731915 ,816346 ,9686930 ,147218309 ,18366 ,38472 ,21598363 ,2583 ,15549 ,3267958 ,675812 ,909725 ,333626796 ,15115 ,58534 ,6923167 ,531 ,525 ,3403079 ,1697 ,3246 ,1081395 ,35 ,257 ,514210 ,1312 ,2865 ,1056688 ,30 ,53 ,151368 ,・,・,・,・,・,・
,　　知的障害〈精神遅滞〉,33694 ,52598 ,33694 ,545828 ,35381762 ,28055 ,43278 ,4169094 ,8645 ,10975 ,2272466 ,790 ,1583 ,2687938 ,4725 ,21139 ,2697526 ,474 ,1194 ,455791 ,22581 ,420410 ,6168000 ,291 ,496 ,579837 ,4095 ,18146 ,4080531 ,17629 ,27504 ,11736911 ,306 ,1033 ,373249 ,16 ,21 ,37150 ,19 ,20 ,113633 ,-,-,-,11 ,25 ,9608 ,-,-,-,・,・,・,・,・,・
,　　その他の精神及び行動の障害,344507 ,514642 ,344507 ,3666858 ,387602896 ,332622 ,495739 ,51533857 ,73866 ,89987 ,22958764 ,4777 ,10949 ,18439901 ,47794 ,212808 ,28152249 ,8404 ,20521 ,13599457 ,199130 ,2290059 ,58802142 ,3882 ,7858 ,6470772 ,55529 ,259335 ,60066050 ,185575 ,271256 ,122930064 ,2901 ,7262 ,3165898 ,125 ,149 ,475771 ,192 ,366 ,649238 ,15 ,109 ,233472 ,170 ,352 ,121276 ,1 ,1 ,2856 ,・,・,・,・,・,・
,Ⅵ　神経系の疾患,2332361 ,3708288 ,2332361 ,39923775 ,3356231164 ,2171609 ,3336859 ,377310657 ,939056 ,1249618 ,220717767 ,360351 ,623263 ,861641897 ,454948 ,2911015 ,337791528 ,230216 ,591398 ,335182386 ,1831484 ,29541180 ,579599537 ,113930 ,277584 ,172664790 ,71795 ,463005 ,94159081 ,242170 ,402674 ,197571888 ,116495 ,444214 ,96887001 ,6870 ,4641 ,23063820 ,38412 ,67602 ,52535486 ,161 ,1359 ,3439108 ,4326 ,9220 ,3545412 ,40 ,42 ,119952 ,・,・,・,・,・,・
,　　パ－キンソン病,124474 ,205416 ,124474 ,2583619 ,235468961 ,110071 ,169257 ,17012177 ,72297 ,89437 ,18840939 ,15705 ,44009 ,53047439 ,24790 ,173485 ,18514628 ,13289 ,34586 ,35440995 ,102402 ,1982695 ,65640355 ,4755 ,10374 ,5259012 ,6354 ,59441 ,12850450 ,6429 ,9813 ,3735038 ,3536 ,8811 ,3180078 ,246 ,259 ,669270 ,593 ,974 ,1008519 ,2 ,20 ,64710 ,212 ,452 ,196615 ,2 ,3 ,8568 ,・,・,・,・,・,・
,　　アルツハイマ－病,359151 ,688885 ,359151 ,6535819 ,640492131 ,265687 ,441851 ,46586712 ,124018 ,165274 ,27795169 ,74528 ,234832 ,205515700 ,74104 ,536365 ,52450572 ,32650 ,81698 ,56371897 ,270837 ,4827989 ,110526643 ,13232 ,31540 ,12485771 ,1220 ,8161 ,1385671 ,86746 ,183167 ,117088908 ,7241 ,22685 ,9034458 ,384 ,392 ,760881 ,646 ,1164 ,272065 ,3 ,4 ,440 ,324 ,676 ,214248 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　てんかん,231484 ,312141 ,231484 ,4212797 ,291205917 ,215161 ,284282 ,28516930 ,161425 ,220516 ,57306199 ,6873 ,15046 ,26747613 ,55111 ,325914 ,45983550 ,13682 ,32304 ,22008353 ,206727 ,3229579 ,60808034 ,4974 ,8210 ,12026604 ,4256 ,24376 ,5441983 ,39987 ,58887 ,22402196 ,4002 ,11988 ,6963108 ,243 ,221 ,764871 ,585 ,905 ,1834287 ,10 ,54 ,188330 ,225 ,479 ,207909 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　脳性麻痺及びその他の麻痺性症候群,38926 ,92664 ,38926 ,543400 ,79565925 ,33803 ,78552 ,7249458 ,10209 ,13493 ,2690664 ,4090 ,13375 ,19533934 ,4952 ,31701 ,3474803 ,3541 ,10182 ,3609574 ,14555 ,261230 ,4517980 ,1046 ,2638 ,1708212 ,19018 ,115139 ,25719731 ,837 ,1063 ,376000 ,3303 ,14800 ,3469007 ,200 ,144 ,1369407 ,698 ,979 ,5776109 ,5 ,38 ,48930 ,32 ,64 ,22102 ,-,-,-,・,・,・,・,・,・
,　　自律神経系の障害,47045 ,68431 ,47045 ,1015062 ,49599835 ,45869 ,65581 ,8040955 ,20718 ,28974 ,4085997 ,1862 ,6100 ,11550395 ,9178 ,52597 ,5761941 ,2078 ,5057 ,2508192 ,41788 ,827428 ,11029804 ,2746 ,6755 ,1410074 ,523 ,5912 ,1307833 ,7894 ,10108 ,2485420 ,1922 ,5265 ,844668 ,79 ,50 ,145402 ,310 ,637 ,259543 ,1 ,19 ,36400 ,263 ,576 ,133190 ,-,-,-,・,・,・,・,・,・
,　　その他の神経系の疾患,1531281 ,2340751 ,1531281 ,25033078 ,2059898395 ,1501018 ,2297336 ,269904425 ,550389 ,731924 ,109998799 ,257293 ,309901 ,545246816 ,286813 ,1790953 ,211606034 ,164976 ,427571 ,215243375 ,1195175 ,18412259 ,327076721 ,87177 ,218067 ,139775117 ,40424 ,249976 ,47453413 ,100277 ,139636 ,51484326 ,96491 ,380665 ,73395682 ,5718 ,3575 ,19353989 ,35580 ,62943 ,43384963 ,140 ,1224 ,3100298 ,3270 ,6973 ,2771348 ,35 ,36 ,102816 ,・,・,・,・,・,・
,Ⅶ　眼及び付属器の疾患,8430850 ,10081628 ,8430850 ,73757481 ,7837440505 ,8374638 ,10058933 ,1340473343 ,1719317 ,1928929 ,134402211 ,42768 ,65340 ,108993190 ,7728033 ,41785742 ,3244089366 ,80980 ,186988 ,72452895 ,5876781 ,18429427 ,920671820 ,93190 ,135652 ,675445949 ,21552 ,57678 ,10444460 ,8105 ,12374 ,4833088 ,700135 ,866970 ,123270075 ,136761 ,166676 ,1156401228 ,35900 ,44640 ,18169310 ,121 ,1043 ,2120202 ,4437 ,9429 ,4269401 ,5267 ,7494 ,21402864 ,・,・,・,・,・,・
,　　結膜炎,1483139 ,1815066 ,1483139 ,12968588 ,1111883808 ,1453205 ,1761033 ,270835789 ,432138 ,514609 ,51147097 ,11755 ,22214 ,32532796 ,1208774 ,5340583 ,390991524 ,8035 ,18194 ,5284857 ,1306311 ,4996614 ,195910367 ,15085 ,29269 ,73028084 ,2495 ,9861 ,1837608 ,2812 ,4627 ,1864845 ,148209 ,255580 ,25417401 ,8880 ,10496 ,60048278 ,2986 ,4274 ,1696682 ,14 ,157 ,257280 ,387 ,813 ,354262 ,177 ,237 ,676872 ,・,・,・,・,・,・
,　　白内障,891238 ,1156497 ,891238 ,10212400 ,1229698533 ,885861 ,1165469 ,123951020 ,220974 ,250218 ,18842665 ,8653 ,11257 ,18269932 ,801004 ,5808553 ,452525678 ,25345 ,57513 ,17630116 ,747368 ,2703656 ,118978752 ,15210 ,20787 ,75547057 ,1172 ,8206 ,1546058 ,1076 ,1466 ,550733 ,93233 ,123926 ,26280094 ,33728 ,42981 ,360848031 ,9956 ,12731 ,3991637 ,19 ,184 ,440280 ,1023 ,2153 ,888774 ,2305 ,3294 ,9407664 ,・,・,・,・,・,・
,　　屈折及び調節の障害,2754583 ,3079145 ,2754583 ,18682482 ,1933769889 ,2751542 ,3089490 ,500333823 ,337898 ,358809 ,16424867 ,4968 ,5472 ,11007718 ,2680123 ,12486075 ,947645434 ,10314 ,24566 ,9898626 ,1131735 ,2546190 ,150150686 ,10595 ,14039 ,69124080 ,6809 ,13726 ,2457667 ,996 ,1419 ,521105 ,102637 ,104260 ,13888579 ,22886 ,27789 ,203304854 ,5668 ,7374 ,3140647 ,22 ,130 ,264870 ,599 ,1295 ,559814 ,1229 ,1767 ,5046552 ,・,・,・,・,・,・
,　　その他の眼及び付属器の疾患,3301890 ,4030920 ,3301890 ,31894011 ,3562088275 ,3284030 ,4042941 ,445352711 ,728307 ,805293 ,47987582 ,17392 ,26397 ,47182744 ,3038132 ,18150531 ,1452926730 ,37286 ,86715 ,39639296 ,2691367 ,8182967 ,455632015 ,52300 ,71557 ,457746728 ,11076 ,25885 ,4603127 ,3221 ,4862 ,1896405 ,356056 ,383204 ,57684001 ,71267 ,85410 ,532200065 ,17290 ,20261 ,9340344 ,66 ,572 ,1157772 ,2428 ,5168 ,2466551 ,1556 ,2196 ,6271776 ,・,・,・,・,・,・
,Ⅷ　耳及び乳様突起の疾患,1446902 ,2362975 ,1446902 ,14076290 ,1266168035 ,1418958 ,2326505 ,378377383 ,246879 ,340213 ,60479416 ,7659 ,9744 ,20461428 ,602080 ,1680822 ,345086549 ,58784 ,134266 ,64031893 ,928633 ,5433211 ,144979846 ,45531 ,94391 ,37097459 ,6206 ,27600 ,5978443 ,3997 ,5475 ,1609235 ,941878 ,3985710 ,164953039 ,24616 ,31071 ,39334616 ,1881 ,3624 ,1311283 ,51 ,448 ,1040330 ,1494 ,3180 ,1424056 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　外耳炎,250104 ,375350 ,250104 ,1871658 ,150927997 ,247105 ,373260 ,66242367 ,27952 ,34176 ,3916199 ,1065 ,1375 ,2456614 ,49063 ,126666 ,24795867 ,3773 ,8348 ,2579273 ,167625 ,581315 ,19399194 ,2242 ,4460 ,2796492 ,284 ,1665 ,337777 ,196 ,252 ,85825 ,218302 ,736620 ,25726112 ,2465 ,2756 ,2238465 ,121 ,214 ,50996 ,6 ,54 ,68900 ,228 ,495 ,233902 ,-,-,-,・,・,・,・,・,・
,　　その他の外耳疾患,276237 ,352096 ,276237 ,1499029 ,177089099 ,271202 ,347861 ,79449609 ,21368 ,26392 ,5428625 ,718 ,876 ,1395416 ,46718 ,112170 ,24570233 ,3701 ,8156 ,2096264 ,99240 ,366542 ,12215146 ,1117 ,2374 ,1524437 ,381 ,1916 ,408878 ,146 ,240 ,107050 ,259360 ,630429 ,48026938 ,1448 ,1652 ,1672516 ,100 ,155 ,56639 ,1 ,1 ,1700 ,128 ,262 ,132778 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　中耳炎,374194 ,788295 ,374194 ,4251370 ,377441100 ,356538 ,747613 ,112954997 ,88677 ,138426 ,31033091 ,1087 ,1400 ,3970588 ,152975 ,408236 ,87529320 ,13174 ,29526 ,8456122 ,274996 ,1224392 ,43797967 ,3457 ,6953 ,6404398 ,850 ,3370 ,760291 ,194 ,259 ,85500 ,280548 ,1667329 ,50837260 ,17356 ,22976 ,30680386 ,222 ,232 ,330377 ,14 ,135 ,335250 ,242 ,511 ,265469 ,-,-,-,・,・,・,・,・,・
,　　その他の中耳及び乳様突起の疾患,69684 ,127365 ,69684 ,808957 ,62481018 ,69474 ,128331 ,15553799 ,7613 ,9048 ,843637 ,278 ,304 ,760891 ,36225 ,91736 ,21436109 ,4228 ,9390 ,4732302 ,39603 ,210795 ,5973334 ,894 ,2176 ,1219102 ,100 ,465 ,93922 ,123 ,143 ,37590 ,50534 ,355155 ,10264414 ,966 ,1089 ,1385116 ,52 ,95 ,48851 ,2 ,9 ,11980 ,105 ,221 ,119971 ,-,-,-,・,・,・,・,・,・
,　　メニエ－ル病,106858 ,167340 ,106858 ,1674589 ,99728891 ,106413 ,167904 ,22263103 ,33246 ,48198 ,6968956 ,979 ,1670 ,2476896 ,59586 ,209668 ,32882482 ,4751 ,11073 ,5929420 ,98365 ,1105946 ,19425538 ,16684 ,35018 ,4447639 ,207 ,1330 ,224906 ,1112 ,1559 ,511640 ,19418 ,90895 ,4083019 ,200 ,185 ,210881 ,453 ,895 ,145761 ,3 ,30 ,84160 ,101 ,213 ,74455 ,-,-,-,・,・,・,・,・,・
,　　その他の内耳疾患,71969 ,102867 ,71969 ,1039598 ,95842355 ,71574 ,105036 ,16155641 ,23315 ,31038 ,4813384 ,1161 ,1435 ,2850975 ,41816 ,196119 ,28102958 ,12360 ,29462 ,19952826 ,58648 ,619754 ,12005482 ,11557 ,17732 ,5798616 ,332 ,2299 ,442853 ,634 ,802 ,231415 ,8904 ,34638 ,4513109 ,161 ,173 ,469010 ,320 ,581 ,160234 ,8 ,75 ,159340 ,209 ,452 ,186498 ,-,-,-,・,・,・,・,・,・
,　　その他の耳疾患,297856 ,449662 ,297856 ,2931089 ,302657575 ,296652 ,456500 ,65757867 ,44708 ,52935 ,7475524 ,2371 ,2684 ,6550048 ,215697 ,536227 ,125769580 ,16797 ,38311 ,20285686 ,190156 ,1324467 ,32163185 ,9580 ,25678 ,14906775 ,4052 ,16555 ,3709816 ,1592 ,2220 ,550215 ,104812 ,470644 ,21502187 ,2020 ,2240 ,2678242 ,613 ,1452 ,518425 ,17 ,144 ,379000 ,481 ,1026 ,410983 ,-,-,-,・,・,・,・,・,・
,Ⅸ　循環器系の疾患,12175138 ,17577028 ,12175138 ,307812204 ,16329481360 ,11749026 ,16740212 ,1971057537 ,9769202 ,14006818 ,2592385345 ,465116 ,1001430 ,1316117175 ,4132572 ,26677538 ,2906429141 ,1291890 ,2980757 ,1279852705 ,10996456 ,242314514 ,3780942082 ,631845 ,1460283 ,629113358 ,84180 ,665091 ,126328831 ,50657 ,87057 ,39846260 ,384337 ,1611288 ,1422617650 ,34207 ,32834 ,170980167 ,74173 ,136865 ,42835822 ,522 ,4080 ,9606294 ,43277 ,92870 ,40750240 ,159 ,216 ,616896 ,・,・,・,・,・,・
,　　高血圧性疾患,8407623 ,11884240 ,8407623 ,221201742 ,9547193060 ,8184122 ,11428056 ,1351916728 ,7474928 ,10823576 ,2002372539 ,255239 ,533072 ,620055875 ,2316212 ,14755189 ,1413261877 ,491438 ,1104839 ,275086738 ,7996137 ,180046211 ,2618965445 ,430232 ,1028416 ,309358927 ,32301 ,230163 ,38870882 ,27644 ,48502 ,22349374 ,224471 ,1037342 ,815284277 ,13525 ,10309 ,37571233 ,51460 ,97112 ,15906878 ,114 ,532 ,1307020 ,27403 ,58108 ,24686761 ,51 ,69 ,197064 ,・,・,・,・,・,・
,　　虚血性心疾患,800054 ,1182736 ,800054 ,23073342 ,1492788743 ,776068 ,1156235 ,129367125 ,546994 ,777107 ,144538196 ,38223 ,64104 ,100725260 ,424127 ,2989659 ,374887719 ,153497 ,359084 ,183509858 ,689402 ,17421557 ,287351924 ,43748 ,89889 ,54582910 ,8432 ,70671 ,14030312 ,2652 ,4598 ,2052012 ,22959 ,124256 ,186251967 ,1825 ,1953 ,9573953 ,3555 ,6612 ,1260022 ,66 ,586 ,1434040 ,3230 ,6984 ,3180355 ,13 ,15 ,42840 ,・,・,・,・,・,・
,　　その他の心疾患,1192693 ,1794413 ,1192693 ,28768737 ,2309105043 ,1131450 ,1680060 ,194244120 ,783030 ,1109109 ,217039389 ,75871 ,163654 ,294473821 ,702518 ,4826857 ,645119375 ,256434 ,600733 ,170247181 ,951802 ,19988680 ,417752235 ,68947 ,138790 ,124444579 ,9003 ,70960 ,13763649 ,6048 ,10839 ,5030292 ,33268 ,154553 ,201569513 ,3156 ,3878 ,16757320 ,5175 ,9097 ,1892510 ,147 ,903 ,1795578 ,4807 ,10577 ,4946532 ,10 ,10 ,28560 ,・,・,・,・,・,・
,　　くも膜下出血,28423 ,41945 ,28423 ,466666 ,49282237 ,24708 ,33466 ,4056944 ,12130 ,15663 ,2697940 ,2493 ,8018 ,10079231 ,6528 ,43013 ,4473763 ,9559 ,22613 ,16898829 ,18790 ,329345 ,5381865 ,1147 ,1841 ,1010038 ,1066 ,9399 ,2073626 ,205 ,375 ,171235 ,1173 ,2612 ,1493146 ,74 ,56 ,358543 ,92 ,148 ,536517 ,-,-,-,53 ,117 ,50560 ,-,-,-,・,・,・,・,・,・
,　　脳内出血,97777 ,171011 ,97777 ,1939383 ,199440726 ,81839 ,131243 ,16022093 ,50102 ,67939 ,11515684 ,11811 ,35286 ,43929845 ,25874 ,175845 ,18172329 ,26230 ,62619 ,42481220 ,66700 ,1369747 ,22529817 ,5135 ,9017 ,5351435 ,6995 ,69917 ,15003179 ,654 ,1147 ,536245 ,5046 ,14676 ,13175862 ,504 ,496 ,1457076 ,714 ,945 ,8898104 ,7 ,48 ,188110 ,214 ,454 ,176850 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　脳　梗　塞,760731 ,1192514 ,760731 ,16752825 ,1210051109 ,687640 ,1017653 ,119632138 ,500665 ,680485 ,119249285 ,56426 ,152457 ,173141464 ,230381 ,1481941 ,151922167 ,168336 ,389256 ,280473395 ,613684 ,12654105 ,218521722 ,40263 ,93074 ,36758939 ,16956 ,151807 ,31054387 ,7412 ,12530 ,6030421 ,29824 ,105631 ,59116338 ,1483 ,1308 ,4548464 ,4771 ,8967 ,7647243 ,18 ,195 ,552450 ,1615 ,3396 ,1385410 ,5 ,6 ,17136 ,・,・,・,・,・,・
,　　脳動脈硬化（症）,30406 ,41275 ,30406 ,631500 ,39481984 ,29870 ,40879 ,4687329 ,24839 ,33905 ,6642112 ,1046 ,1273 ,2055119 ,14734 ,77328 ,10232874 ,2854 ,6292 ,3607886 ,26208 ,464467 ,7934279 ,1109 ,2513 ,979201 ,83 ,536 ,97091 ,141 ,240 ,132125 ,758 ,3714 ,2722386 ,34 ,34 ,260201 ,94 ,138 ,38223 ,1 ,4 ,15530 ,80 ,175 ,74765 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　その他の脳血管疾患,234555 ,316585 ,234555 ,4072167 ,408370647 ,226807 ,311308 ,37050423 ,127719 ,165278 ,30256932 ,6991 ,13832 ,18815025 ,73310 ,439160 ,53314916 ,92749 ,208423 ,180077142 ,152717 ,2872204 ,52024214 ,8383 ,16067 ,10966361 ,2224 ,17365 ,3510104 ,1334 ,2065 ,893381 ,6371 ,22855 ,17552555 ,453 ,459 ,1833888 ,979 ,1589 ,1112002 ,13 ,114 ,342150 ,666 ,1441 ,618656 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　動脈硬化（症）,132600 ,229745 ,132600 ,2985550 ,254634290 ,130379 ,229718 ,23378763 ,71519 ,100000 ,20380761 ,5330 ,7273 ,12889413 ,80445 ,481723 ,49643743 ,17023 ,40414 ,19375860 ,110414 ,2014071 ,38976136 ,9425 ,29658 ,12195615 ,2342 ,15425 ,2694876 ,399 ,666 ,313144 ,13049 ,60358 ,67791292 ,805 ,753 ,5401907 ,2214 ,4551 ,916620 ,4 ,28 ,44450 ,382 ,822 ,377519 ,54 ,89 ,254184 ,・,・,・,・,・,・
,　　痔　核,215199 ,296733 ,215199 ,2758231 ,221389025 ,208604 ,287973 ,41833117 ,73305 ,95034 ,11835359 ,2872 ,6432 ,9695639 ,118310 ,372774 ,61132960 ,8882 ,22548 ,7400548 ,192222 ,1916915 ,39476394 ,5636 ,11334 ,14995588 ,406 ,2866 ,526855 ,991 ,1644 ,667955 ,29036 ,25435 ,8839724 ,6362 ,6076 ,17994476 ,1413 ,1918 ,855498 ,87 ,1141 ,2833620 ,2660 ,6122 ,3258424 ,15 ,15 ,42840 ,・,・,・,・,・,・
,　　低血圧（症）,23972 ,36318 ,23972 ,356978 ,33805914 ,23463 ,35693 ,5119694 ,7951 ,10839 ,2327123 ,593 ,1208 ,2478256 ,7619 ,53006 ,6077338 ,2302 ,5406 ,2585017 ,17827 ,239721 ,4309522 ,1612 ,2679 ,1747756 ,139 ,771 ,152532 ,1928 ,2628 ,964208 ,818 ,4687 ,7665557 ,68 ,66 ,248296 ,79 ,138 ,65373 ,1 ,1 ,110 ,60 ,133 ,65118 ,-,-,-,・,・,・,・,・,・
,　　その他の循環器系の疾患,251105 ,389513 ,251105 ,4805083 ,563938582 ,244076 ,387928 ,43749063 ,96020 ,127883 ,23530025 ,8221 ,14821 ,27778227 ,132514 ,981043 ,118190080 ,62586 ,158530 ,98109031 ,160553 ,2997491 ,67718529 ,16208 ,37005 ,56722009 ,4233 ,25211 ,4551338 ,1249 ,1823 ,705868 ,17564 ,55169 ,41155033 ,5918 ,7446 ,74974810 ,3627 ,5650 ,3706832 ,64 ,528 ,1093236 ,2107 ,4541 ,1929290 ,8 ,9 ,25704 ,・,・,・,・,・,・
,Ⅹ　呼吸器系の疾患,12137188 ,17583121 ,12137188 ,135800836 ,10498550538 ,11280529 ,16113117 ,3036448480 ,4892196 ,7141731 ,1472870047 ,162917 ,277693 ,764069411 ,2931055 ,13671154 ,1675197463 ,916088 ,2105066 ,461777321 ,10666200 ,80849995 ,1961852762 ,493205 ,903984 ,440917868 ,21350 ,125865 ,23567872 ,34937 ,55179 ,21318432 ,3773799 ,14452288 ,547204521 ,27079 ,31984 ,65430784 ,17452 ,35554 ,7794116 ,355 ,3001 ,6397714 ,15622 ,33757 ,13617370 ,25 ,30 ,85680 ,・,・,・,・,・,・
,　　急性鼻咽頭炎［かぜ］<感冒>,476472 ,712499 ,476472 ,4574345 ,368148751 ,418291 ,617000 ,131746794 ,180636 ,267305 ,69420557 ,3285 ,5919 ,11136214 ,79893 ,330408 ,39779292 ,13573 ,29879 ,6597752 ,375422 ,2721643 ,59145444 ,13562 ,28491 ,12133547 ,954 ,6196 ,1046384 ,3175 ,5480 ,2099762 ,176555 ,556577 ,31740286 ,1344 ,1597 ,2228447 ,1290 ,3006 ,482381 ,12 ,123 ,330180 ,341 ,714 ,261662 ,-,-,-,・,・,・,・,・,・
,　　急性咽頭炎及び急性扁桃炎,1074724 ,1479114 ,1074724 ,9936354 ,804203244 ,974746 ,1313784 ,307071787 ,441362 ,643962 ,137993429 ,5349 ,9712 ,17801001 ,257974 ,1180806 ,120942569 ,26734 ,59897 ,12616028 ,946503 ,6165175 ,141910631 ,57668 ,93212 ,31351493 ,1248 ,7808 ,1300781 ,2429 ,4023 ,1626779 ,133796 ,450679 ,27310744 ,1254 ,1103 ,2320512 ,1600 ,4068 ,668460 ,41 ,389 ,615678 ,802 ,1709 ,670430 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　その他の急性上気道感染症,2732645 ,3817139 ,2732645 ,23907651 ,1922595798 ,2501096 ,3458673 ,748684117 ,872046 ,1243023 ,286299939 ,10195 ,17099 ,27343840 ,583133 ,1993059 ,299025292 ,126781 ,270850 ,49150617 ,2383375 ,11952121 ,311572285 ,70481 ,116558 ,34182521 ,2192 ,13356 ,2385066 ,3256 ,5395 ,2144638 ,1182099 ,4821665 ,148509533 ,6165 ,7314 ,10610538 ,2304 ,5134 ,862335 ,35 ,352 ,613580 ,1387 ,2955 ,1199422 ,3 ,4 ,11424 ,・,・,・,・,・,・
,　　肺　　炎,165362 ,328452 ,165362 ,3127810 ,364681909 ,151479 ,294015 ,48167620 ,74242 ,125584 ,25761896 ,8272 ,18132 ,41917498 ,94742 ,842222 ,80744227 ,105247 ,275762 ,66936207 ,124757 ,1470132 ,42396340 ,28756 ,62272 ,38498278 ,803 ,4966 ,933216 ,626 ,1153 ,531929 ,14069 ,28884 ,13572890 ,479 ,792 ,3133950 ,426 ,744 ,218762 ,60 ,373 ,854600 ,1239 ,2768 ,1003023 ,3 ,4 ,11424 ,・,・,・,・,・,・
,　　急性気管支炎及び急性細気管支炎,1690435 ,2448841 ,1690435 ,15155579 ,1304007369 ,1452497 ,2021597 ,474147125 ,766297 ,1168878 ,292186890 ,9814 ,20691 ,36345415 ,325820 ,1715593 ,163432004 ,126519 ,276367 ,43988726 ,1431932 ,9409761 ,224794719 ,82985 ,131613 ,32611898 ,1437 ,8413 ,1598864 ,1442 ,2430 ,912357 ,158278 ,393704 ,29812657 ,1006 ,1198 ,2522531 ,1262 ,2469 ,470832 ,18 ,189 ,285916 ,1188 ,2605 ,888352 ,2 ,3 ,8568 ,・,・,・,・,・,・
